pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
TOI-1338 b,2,1,6.85,0.611,33,0.10383,92.1330955,-59.5409853,399.017,11.8764
Kepler-128 c,1,2,1.13,0.101,33.3,0.105,282.4922622,43.9802442,396.379,11.2886
Kepler-24 b,1,4,2.02,0.18,33.3,0.105,290.4132621,38.3437283,1156.81,14.9234
Kepler-24 c,1,4,2.36,0.211,33.6,0.106,290.4132621,38.3437283,1156.81,14.9234
Kepler-203 d,1,3,1.22,0.109,33.9,0.107,297.089959,41.3880686,703.302,13.9421
HD 89345 b,1,1,7.398,0.66,34.9613,0.11,154.6710977,10.1288464,132.345,9.21702
KOI-94 e,2,4,6.56,0.585,35,0.11,297.3330716,41.8911186,477.052,12.1882
Kepler-58 b,1,3,2.66,0.237,34.9,0.11,296.3586251,39.1152033,969.252,14.8663
Kepler-62 f,1,5,1.41,0.126,35,0.11,283.2125621,45.3496992,300.874,13.7197
K2-32 d,2,4,3.75,0.335,35,0.11012,252.426008,-19.5430504,157.682,12.0036
Kepler-231 b,1,2,2.2,0.196,35.4,0.111,293.9733913,50.531846,316.618,15.3896
Kepler-183 c,1,2,2.23,0.199,35.7,0.112,293.5308112,39.3159329,1050.64,14.8934
Kepler-53 c,1,3,3.12,0.278,35.5,0.112,290.4617926,40.5624966,1366.07,15.3877
HD 89345 b,1,1,6.86,0.612,35.7,0.11232,154.6710977,10.1288464,132.345,9.21702
Kepler-122 f,1,5,1.75,0.156,36,0.113,291.1118647,39.9490248,1027.45,14.2223
Kepler-22 b,1,1,2.38,0.212,36,0.113,289.2172051,47.8841427,194.642,11.6444
Kepler-62 e,1,5,1.61,0.144,36,0.113,283.2125621,45.3496992,300.874,13.7197
Kepler-103 c,1,2,5.14,0.459,36.1,0.114,288.9845512,40.0644857,494.832,12.2466
Kepler-128 c,1,2,1.13,0.101,37,0.116,282.4922622,43.9802442,396.379,11.2886
Kepler-145 b,1,2,2.65,0.236,37.1,0.117,291.3877397,44.5290465,566.85,11.8746
WASP-139 b,2,1,8.967,0.8,37.18611,0.117,49.562173,-41.3020235,212.472,12.2715
Kepler-279 d,1,3,3.1,0.277,37.5,0.118,287.391295,42.194822,1037.4,13.5847
Kepler-267 b,1,3,2.11,0.188,37.9,0.119,299.8305655,47.1575741,264.993,15.4693
WASP-107 b,1,1,10.357,0.924,37.82177,0.119,188.3864277,-10.1462141,64.7414,11.174
HATS-7 b,1,1,6.311,0.563,38.1396,0.12,208.8567465,-21.2078587,240.707,13.0499
WASP-107 b,1,1,10.536,0.94,38.1396,0.12,188.3864277,-10.1462141,64.7414,11.174
WASP-107 b,1,1,10.626,0.948,38.1396,0.12,188.3864277,-10.1462141,64.7414,11.174
HD 89345 b,1,1,7.263,0.648,38.45743,0.121,154.6710977,10.1288464,132.345,9.21702
TOI-849 b,1,1,3.444,0.307,39.09,0.12299,28.7157956,-29.4217086,225.734,12.0645
HATS-7 b,1,1,6.311,0.563,39.09309,0.123,208.8567465,-21.2078587,240.707,13.0499
Kepler-328 c,1,2,5.4,0.482,39.4,0.124,295.8092756,40.0084866,2213.19,15.6036
Kepler-277 c,1,2,3.36,0.3,39.6,0.125,286.5831894,39.0772582,976.643,13.3884
K2-39 b,1,1,5.71,0.509,39.8,0.12522,338.3682095,-9.0229405,307.47,10.5959
HATS-72 b,1,1,8.097,0.722,39.85588,0.1254,339.0258401,-17.0003046,127.589,12.0725
Kepler-114 c,1,3,1.29,0.115,40,0.126,294.121482,48.3497977,259.533,13.7125
Kepler-84 b,1,5,1.95,0.174,40,0.126,298.2520208,40.4960842,1023.9,14.7902
Kepler-35 b,2,1,8.16,0.728,40.363,0.127,294.496955,46.6896733,1819.17,15.7352
WASP-156 b,1,1,5.717,0.51,40.68224,0.128,32.782085,2.4181937,122.066,11.3227
Kepler-27 b,1,2,5.85,0.522,41.8,0.132,292.2367608,41.085871,1044.36,15.8164
Kepler-297 c,1,2,7.39,0.659,42.1,0.132,283.2091605,48.7776156,692.14,14.1922
Kepler-83 b,2,3,2.71,0.242,42.1,0.132,282.2325197,43.6655662,400.409,15.7832
HD 95338 b,1,1,3.89,0.347,42.44,0.13353,164.8563364,-56.6235564,36.9941,8.38213
Kepler-128 b,1,2,1.13,0.101,42.7,0.134,282.4922622,43.9802442,396.379,11.2886
Kepler-55 b,1,5,2.58,0.23,43,0.135,285.1683291,44.0264898,578.796,15.7813
Kepler-9 b,1,3,8.29,0.74,43.4,0.13655,285.5739904,38.4008192,628.257,13.7809
Kepler-9 b,1,3,8.2,0.732,43.5,0.13687,285.5739904,38.4008192,628.257,13.7809
HATS-8 b,1,1,9.785,0.873,43.86054,0.138,294.9416887,-25.7483655,794.637,14.337
Kepler-9 b,1,3,7.74,0.691,43.98767,0.1384,285.5739904,38.4008192,628.257,13.7809
K2-19 b,1,3,7.46,0.666,44,0.13844,174.9602543,0.603596,289.827,12.8153
Kepler-326 b,1,3,3.03,0.27,44.6,0.14,294.3255898,46.0022646,487.675,13.6788
Kepler-226 c,1,3,2.29,0.204,45.2,0.142,292.3760942,47.8809596,980.138,15.4026
HATS-8 b,1,1,9.785,0.873,46.08535,0.145,294.9416887,-25.7483655,794.637,14.337
WASP-182 b,1,1,9.528,0.85,47.03884,0.148,311.673345,-41.8209828,327.602,11.917
CoRoTID 223977153 b,1,1,6.389,0.57,47.6745,0.15,100.1951714,9.2573953,576.683,13.5867
Kepler-1656 b,1,1,5.02,0.448,48.6,0.15291,284.4722473,39.911889,185.875,11.0622
Kepler-297 b,1,2,3.24,0.289,48.5,0.153,283.2091605,48.7776156,692.14,14.1922
Kepler-279 c,1,3,4.3,0.384,49.4,0.155,287.391295,42.194822,1037.4,13.5847
K2-39 b,1,1,8.2,0.732,50.3,0.15826,338.3682095,-9.0229405,307.47,10.5959
Kepler-101 b,1,2,5.77,0.51,51.1,0.16,283.255507,48.3552474,927.981,13.5672
Kepler-82 b,1,5,3.95,0.352,51,0.16,292.8733696,42.9661583,904.326,15.1377
WASP-127 b,2,1,14.695,1.311,52.3466,0.1647,160.5587646,-3.8349989,159.507,10.054
Kepler-462 b,1,2,3,0.268,53.9,0.16959,299.8211502,43.8142793,596.625,11.6145
Kepler-79 b,1,4,1.92,0.171,54.1,0.17,300.5171067,44.3815508,1020.72,13.8825
KELT-11 b,1,1,15.132,1.35,54.34893,0.171,161.7069053,-9.3993646,99.1596,7.83112
Kepler-9 c,1,3,9.225,0.823,54.347,0.171,285.5739904,38.4008192,628.257,13.7809
HATS-46 b,1,1,10.122,0.903,54.98459,0.173,6.7026401,-56.3161021,453.808,13.527
Kepler-123 b,1,2,2.55,0.227,55.3,0.174,296.9985853,42.7819633,1021.66,14.0212
TOI-954 b,1,1,9.55,0.852,55.30242,0.174,61.9410587,-25.2088028,238.768,10.2321
Kepler-282 e,1,4,3.1,0.277,56.2,0.177,284.6772402,44.7976401,1337.61,15.1779
HATS-62 b,1,1,11.825,1.055,56.89157,0.179,312.4493079,-24.303506,523.067,13.8321
WASP-127 b,2,1,15.356,1.37,57.2094,0.18,160.5587646,-3.8349989,159.507,10.054
Kepler-416 b,1,2,2.48,0.221,58.2,0.183,291.5569554,39.2272923,690.819,14.0197
KOI-94 d,2,4,10.1,0.901,58.4,0.18375,297.3330716,41.8911186,477.052,12.1882
K2-108 b,1,1,5.28,0.471,59.4,0.18689,123.3818484,16.419516,477.295,12.1704
Kepler-23 c,1,3,3.2,0.285,60.2,0.189,294.2189131,49.4792536,835.756,13.4015
HD 221416 b,1,1,9.17,0.836,60.5,0.19,353.0331863,-21.8012007,95.5483,7.90776
Kepler-282 d,1,4,2.46,0.219,61,0.192,284.6772402,44.7976401,1337.61,15.1779
KELT-11 b,1,1,15.356,1.37,61.97685,0.195,161.7069053,-9.3993646,99.1596,7.83112
HAT-P-18 b,1,1,10.615,0.947,62.29468,0.196,256.346376,33.0123251,161.4,12.3682
HAT-P-18 b,1,1,11.153,0.995,62.61,0.197,256.346376,33.0123251,161.4,12.3682
Kepler-37 d,1,4,2,0.178,62.5,0.197,284.0592503,44.5183733,63.9207,9.54988
Kepler-52 c,1,3,2.2,0.196,62.9,0.198,286.7380152,49.9757383,321.542,15.0589
HAT-P-18 b,1,1,11.153,0.995,63.566,0.2,256.346376,33.0123251,161.4,12.3682
Kepler-30 b,1,3,3.6,0.321,63.566,0.2,285.2836483,38.9472625,914.221,15.3761
HAT-P-12 b,1,1,10.301,0.919,63.88383,0.201,209.3886452,43.49331,142.751,12.4197
Kepler-277 c,1,2,3.36,0.3,64.2,0.202,286.5831894,39.0772582,976.643,13.3884
Kepler-92 b,1,3,3.51,0.313,64.3,0.202,289.0860607,41.5630224,477.992,11.7451
NGTS-12 b,1,1,11.747,1.048,66.10864,0.208,176.2499418,-35.640563,446.442,12.1279
HAT-P-12 b,1,1,10.749,0.959,66.23577,0.2084,209.3886452,43.49331,142.751,12.4197
Kepler-363 c,1,3,2.41,0.215,66.4,0.209,283.1920779,41.3054172,762.596,13.316
HAT-P-12 b,1,1,10.761,0.96,66.7443,0.21,209.3886452,43.49331,142.751,12.4197
HAT-P-12 b,1,1,10.637,0.949,67.06213,0.211,209.3886452,43.49331,142.751,12.4197
HAT-P-12 b,1,1,10.749,0.959,67.059,0.211,209.3886452,43.49331,142.751,12.4197
Kepler-413 b,2,1,4.347,0.388,67,0.211,288.5106679,51.1624235,847.536,15.5943
CoRoT-8 b,1,1,7.981,0.712,68.65128,0.216,291.5885696,1.4262972,322.037,14.2195
CoRoT-8 b,1,1,6.389,0.57,69.28694,0.218,291.5885696,1.4262972,322.037,14.2195
CoRoT-8 b,1,1,6.938,0.619,69.28694,0.218,291.5885696,1.4262972,322.037,14.2195
CoRoT-8 b,1,1,6.39,0.57,69.92,0.22,291.5885696,1.4262972,322.037,14.2195
Kepler-34 b,2,1,8.564,0.764,69.92,0.22,296.4358022,44.6415369,1800.82,14.8297
Kepler-55 c,1,5,2.35,0.21,69.8,0.22,285.1683291,44.0264898,578.796,15.7813
K2-261 b,1,1,9.528,0.85,70.87609,0.223,163.0323119,0.493167,213.283,10.4594
KOI-1783.01,1,2,8.86,0.79,71,0.22339,289.3414629,46.988155,865.73,13.9061
Kepler-425 b,1,1,10.962,0.978,71.82958,0.226,290.3579781,40.5676965,646.647,14.7301
NGTS-5 b,1,1,12.733,1.136,72.78307,0.229,221.0582692,5.6053735,306.779,13.526
WASP-29 b,1,1,8.631,0.77,73.1009,0.23,357.8791976,-39.9071215,87.5953,10.8932
HATS-5 b,1,1,10.223,0.912,75.323,0.237,67.2228465,-21.4820568,246.384,12.4288
HATS-5 b,1,1,10.223,0.912,75.64354,0.238,67.2228465,-21.4820568,246.384,12.4288
Kepler-396 b,1,2,3.5,0.312,75.5,0.238,296.1328135,48.9773095,223.757,11.8286
HATS-48 A b,2,1,8.967,0.8,77.23269,0.243,288.6720048,-59.5793505,263.609,13.8951
HD 332231 b,1,1,9.718,0.867,77.55052,0.244,306.741134,33.7443882,80.6665,8.41839
WASP-29 b,1,1,8.878,0.792,77.547,0.244,357.8791976,-39.9071215,87.5953,10.8932
WASP-29 b,1,1,8.698,0.776,77.55052,0.244,357.8791976,-39.9071215,87.5953,10.8932
Kepler-272 b,1,3,1.31,0.117,78,0.245,299.1275257,47.5938319,889.608,14.6591
WASP-29 b,1,1,8.878,0.792,77.86835,0.245,357.8791976,-39.9071215,87.5953,10.8932
Kepler-277 b,1,2,2.92,0.261,78.1,0.246,286.5831894,39.0772582,976.643,13.3884
Kepler-30 b,1,3,3.56,0.318,78.6,0.247,285.2836483,38.9472625,914.221,15.3761
Kepler-145 c,1,2,4.32,0.385,79.4,0.25,291.3877397,44.5290465,566.85,11.8746
Kepler-425 b,1,1,10.962,0.978,79.45,0.25,290.3579781,40.5676965,646.647,14.7301
Kepler-52 b,1,3,2.52,0.225,79.6,0.25,286.7380152,49.9757383,321.542,15.0589
Kepler-60 b,1,3,2.28,0.203,79.45,0.25,288.9612535,42.2650472,1025.1,13.9132
WASP-69 b,1,1,11.848,1.057,79.4575,0.25,315.0259661,-5.094857,49.9605,9.48466
Kepler-323 c,1,2,1.9,0.17,79.7,0.251,291.3822988,38.1274595,454.883,12.658
Kepler-9 b,1,3,9.438,0.842,80.09,0.252,285.5739904,38.4008192,628.257,13.7809
EPIC 246193072 b,1,1,8.676,0.774,82.6358,0.26,351.1353785,-5.1641451,233.237,12.4462
Kepler-170 b,1,2,3.08,0.275,82.6,0.26,284.5211975,41.6296562,738.657,14.3469
WASP-69 b,1,1,9.113,1.057,82.632,0.26,315.0259661,-5.094857,49.9605,9.48466
WASP-69 b,1,1,11.848,1.057,82.6358,0.26,315.0259661,-5.094857,49.9605,9.48466
HATS-43 b,1,1,13.227,1.18,82.95363,0.261,80.5382418,-30.9708179,362.273,13.4014
HAT-P-38 b,1,1,9.247,0.825,84.86061,0.267,35.3834942,32.2460441,255.206,12.3021
HAT-P-38 b,1,1,9.247,0.825,84.857,0.267,35.3834942,32.2460441,255.206,12.3021
CoRoT-25 b,1,1,12.11,1.08,85.81,0.27,280.6296561,6.5138223,1103.48,14.711
WASP-131 b,1,1,13.675,1.22,85.8141,0.27,210.1935714,-30.5836084,200.075,9.86708
Kepler-277 b,1,2,2.92,0.261,87.3,0.275,286.5831894,39.0772582,976.643,13.3884
WASP-147 b,1,1,12.498,1.115,87.40325,0.275,359.1915117,-22.1532316,436.098,12.1832
WASP-39 b,1,1,14.235,1.27,87.40325,0.275,217.3266477,-3.4444994,213.982,11.8867
WASP-117 b,1,1,11.444,1.021,87.5585,0.2755,36.7758112,-50.2844247,157.963,10.0269
WASP-117 b,1,1,11.444,1.021,87.75286,0.2761,36.7758112,-50.2844247,157.963,10.0269
WASP-160 B b,2,1,12.218,1.09,88.35674,0.278,87.679561,-27.6233218,288.326,12.8842
WASP-126 b,1,2,10.761,0.96,88.9924,0.28,63.374706,-69.2265926,216.526,11.0665
WASP-39 b,1,1,14.235,1.27,88.989,0.28,217.3266477,-3.4444994,213.982,11.8867
WASP-39 b,1,1,14.235,1.27,88.9924,0.28,217.3266477,-3.4444994,213.982,11.8867
WASP-39 b,1,1,14.336,1.279,89.31023,0.281,217.3266477,-3.4444994,213.982,11.8867
WASP-39 b,1,1,14.93,1.332,89.94589,0.283,217.3266477,-3.4444994,213.982,11.8867
HAT-P-19 b,1,1,12.689,1.132,90.26372,0.284,9.5165832,34.7114025,202.078,12.5567
Kepler-427 b,1,1,13.79,1.23,92.17,0.29,288.2545808,43.7048379,1017.8,14.1964
WASP-21 b,1,1,12.89,1.15,92.1707,0.29,347.4928024,18.3961597,258.426,11.3987
WASP-69 b,1,1,12.442,1.11,92.1707,0.29,315.0259661,-5.094857,49.9605,9.48466
WASP-148 b,1,2,8.093,0.722,92.48853,0.291,254.1305022,44.3025361,246.353,12.0845
HAT-P-19 b,1,1,12.689,1.132,92.802,0.292,9.5165832,34.7114025,202.078,12.5567
Kepler-427 b,1,1,13.787,1.23,92.80636,0.292,288.2545808,43.7048379,1017.8,14.1964
CoRoT-25 b,1,1,12.106,1.08,93.12419,0.293,280.6296561,6.5138223,1103.48,14.711
WASP-21 b,1,1,14.157,1.263,93.75985,0.295,347.4928024,18.3961597,258.426,11.3987
Kepler-349 b,1,2,1.86,0.166,94.5,0.297,293.6764689,44.6155972,940.724,14.7211
WASP-21 b,1,1,11.994,1.07,94.39551,0.297,347.4928024,18.3961597,258.426,11.3987
WASP-181 b,1,1,13.271,1.184,95.03117,0.299,26.7932253,3.1329325,437.495,12.783
Kepler-29 c,1,2,2.9,0.259,95.3,0.3,298.348382,47.4913021,832.532,15.2819
WASP-117 b,1,1,11.882,1.06,95.349,0.3,36.7758112,-50.2844247,157.963,10.0269
WASP-21 b,1,1,11.99,1.07,95.345,0.3,347.4928024,18.3961597,258.426,11.3987
WASP-83 b,1,1,11.657,1.04,95.349,0.3,190.1519558,-19.2843527,271.103,12.0084
WASP-83 b,1,1,11.657,1.04,96.93815,0.305,190.1519558,-19.2843527,271.103,12.0084
Kepler-272 c,1,3,1.63,0.145,97.8,0.308,299.1275257,47.5938319,889.608,14.6591
HAT-P-51 b,1,1,14.493,1.293,98.20947,0.309,21.0651251,32.8107,440.089,13.2846
WASP-151 b,1,1,12.666,1.13,98.5273,0.31,349.0634651,0.3066895,453.099,12.6278
HAT-P-51 b,1,1,14.493,1.293,98.84513,0.311,21.0651251,32.8107,440.089,13.2846
WASP-20 b,2,1,16.388,1.462,98.84513,0.311,5.1605621,-23.9357894,211.877,10.6503
WASP-20 b,2,1,16.388,1.462,98.841,0.311,5.1605621,-23.9357894,211.877,10.6503
K2-287 b,1,1,9.494,0.847,100.11645,0.315,233.0743401,-22.3583447,158.335,11.067
HATS-6 b,1,1,11.187,0.998,101.38777,0.319,88.1468079,-19.0316268,169.318,14.3601
HD 149026 b,1,1,9.09,0.811,102.34126,0.322,247.6229827,38.3475349,75.8643,8.01416
Kepler-240 c,1,2,2.28,0.203,102.3,0.322,291.1587635,40.7502108,746.927,15.6622
Kepler-53 b,1,3,2.84,0.253,103.1,0.324,290.4617926,40.5624966,1366.07,15.3877
Kepler-16 b,2,1,8.449,0.754,105.833,0.333,289.0758307,51.757229,75.0852,11.7472
KOI-94 d,2,4,11.27,1.005,106,0.334,297.3330716,41.8911186,477.052,12.1882
K2-295 b,1,1,10.054,0.897,106.47305,0.335,19.6101417,6.8167277,232.801,13.5184
Kepler-426 b,1,1,12.218,1.09,107.10871,0.337,289.4346668,49.473455,843.695,14.8069
WASP-63 b,1,1,14.908,1.33,107.74437,0.339,94.3363562,-38.3233826,290.684,10.9185
HAT-P-67 b,2,1,23.371,2.085,108.0622,0.34,256.6107279,44.7768849,371.686,9.97496
Kepler-426 b,1,1,12.22,1.09,108.06,0.34,289.4346668,49.473455,843.695,14.8069
NGTS-11 b,1,1,9.158,0.817,109.33352,0.344,23.5214497,-14.4191493,190.422,12.1895
Kepler-317 b,1,2,2.08,0.186,109.8,0.345,294.9438822,39.0320499,940.584,15.4571
HAT-P-44 b,1,2,13.922,1.242,111.871,0.352,213.1438604,47.0147826,347.85,12.9729
HATS-49 b,1,1,8.575,0.765,112.19399,0.353,6.6135927,-56.3442798,324.413,14.5449
HD 149026 b,1,1,6.837,0.61,113.14748,0.356,247.6229827,38.3475349,75.8643,8.01416
HD 149026 b,1,1,7.331,0.654,114.10097,0.359,247.6229827,38.3475349,75.8643,8.01416
WASP-13 b,1,1,13.675,1.22,114.4188,0.36,140.1029654,33.8823291,227.537,10.38
HD 1397 b,1,1,11.467,1.023,116.64361,0.367,4.4471631,-66.3589285,79.5702,7.59336
HD 149026 b,1,1,9.113,0.813,116.957,0.368,247.6229827,38.3475349,75.8643,8.01416
HATS-47 b,1,1,12.52,1.117,117.27927,0.369,287.4844021,-49.6649424,300.67,14.3998
HATS-71 b,1,1,11.478,1.024,117.5971,0.37,15.5518893,-61.7561333,140.225,15.3512
Kepler-54 c,1,3,1.23,0.11,117.59,0.37,294.7739245,43.0561976,271.701,15.8133
WASP-49 b,2,1,12.442,1.11,117.5971,0.37,91.0897193,-16.9653901,194.553,11.2907
WASP-6 b,1,1,11.545,1.03,117.5971,0.37,348.1571282,-22.6741248,197.119,11.9761
WASP-63 b,1,1,15.805,1.41,117.5971,0.37,94.3363562,-38.3233826,290.684,10.9185
Qatar-8 b,1,1,14.404,1.285,117.91493,0.371,157.4123405,70.5270835,281.498,11.3494
Kepler-57 b,1,2,2.37,0.211,118.1,0.372,293.6413146,44.6570692,644.14,14.7738
Kepler-26 c,1,4,3.6,0.321,119.181,0.375,284.9410627,46.5664505,335.307,15.4089
Kepler-415 b,1,2,1.21,0.108,119.9,0.377,293.8045041,38.6390517,530.487,15.841
Kepler-63 b,1,1,6.11,0.545,120,0.378,289.2262876,49.5482814,194.033,11.5352
WASP-20 b,2,1,14.348,1.28,120.13974,0.378,5.1605621,-23.9357894,211.877,10.6503
WASP-49 b,2,1,12.498,1.115,120.135,0.378,91.0897193,-16.9653901,194.553,11.2907
HD 149026 b,1,1,8.295,0.74,120.7754,0.38,247.6229827,38.3475349,75.8643,8.01416
Kepler-26 b,1,4,3.6,0.321,120.77,0.38,284.9410627,46.5664505,335.307,15.4089
WASP-63 b,1,1,16.029,1.43,120.77,0.38,94.3363562,-38.3233826,290.684,10.9185
Kepler-38 b,2,1,4.3,0.384,122,0.384,286.830312,42.2791434,1174.59,13.9066
K2-139 b,1,1,9.057,0.808,123.00021,0.387,289.066707,-17.9107147,153.856,11.4626
K2-232 b,1,1,11.859,1.058,123.00021,0.387,73.7667927,18.654323,130.72,9.72626
HATS-50 b,1,1,12.666,1.13,123.9537,0.39,300.4280761,-26.077564,756.742,13.8936
WASP-153 b,1,1,17.374,1.55,123.9537,0.39,279.2624729,40.0186905,610.176,12.4967
K2-232 b,1,1,11.209,1,126.49634,0.398,73.7667927,18.654323,130.72,9.72626
WASP-49 b,2,1,13.428,1.198,126.81417,0.399,91.0897193,-16.9653901,194.553,11.2907
WASP-49 b,2,1,12.498,1.115,126.81417,0.399,91.0897193,-16.9653901,194.553,11.2907
Kepler-29 b,1,2,3.6,0.321,127.1,0.4,298.348382,47.4913021,832.532,15.2819
WASP-67 b,1,1,12.229,1.091,129.034,0.406,295.7438485,-19.9497314,189.469,11.9141
WASP-132 b,1,1,9.752,0.87,130.3103,0.41,217.6091998,-46.159516,122.91,11.7538
HD 1397 b,1,1,11.5,1.026,131.89945,0.415,4.4471631,-66.3589285,79.5702,7.59336
Kepler-289 c,1,3,11.59,1.034,132,0.42,297.4653351,42.8828517,704.438,13.9628
Kepler-289 c,1,3,11.545,1.03,133.4886,0.42,297.4653351,42.8828517,704.438,13.9628
WASP-168 b,2,1,16.814,1.5,133.4886,0.42,96.7446427,-46.8213635,303.941,11.7139
WASP-67 b,1,1,15.693,1.4,133.483,0.42,295.7438485,-19.9497314,189.469,11.9141
WASP-67 b,1,1,15.693,1.4,133.4886,0.42,295.7438485,-19.9497314,189.469,11.9141
WASP-88 b,1,1,16.365,1.46,133.4886,0.42,309.5112337,-48.4620833,523.756,11.478
Kepler-7 b,1,1,17.957,1.602,135.07775,0.425,288.5814928,41.0897335,922.562,12.8649
K2-60 b,1,1,7.656,0.683,135.39558,0.426,338.6062312,-13.7318044,491.87,12.6108
KELT-6 b,1,2,13.372,1.193,136.661,0.43,195.9818362,30.640145,240.726,10.1934
Kepler-12 b,1,1,19.123,1.706,136.6669,0.43,286.2434458,50.0403671,881.386,13.3596
Kepler-422 b,1,1,12.89,1.15,136.66,0.43,282.6296334,46.3232807,722.795,13.4233
Kepler-77 b,1,1,10.761,0.96,136.661,0.43,289.6079433,44.3454347,639.411,13.9172
WASP-67 b,1,1,12.89,1.15,136.6669,0.43,295.7438485,-19.9497314,189.469,11.9141
Kepler-12 b,1,1,18.999,1.695,136.979,0.431,286.2434458,50.0403671,881.386,13.3596
Kepler-12 b,1,1,19.661,1.754,137.30256,0.432,286.2434458,50.0403671,881.386,13.3596
